spp,x,y
Astyanax fasciatus,-72.558944,11.173278
Astyanax fasciatus,-72.558944,11.173278
Astyanax fasciatus,-72.558944,11.173278
Astyanax fasciatus,-72.558944,11.173278
Astyanax fasciatus,-72.558944,11.173278
Astyanax fasciatus,-72.558944,11.173278
Astyanax fasciatus,-72.558944,11.173278
Astyanax fasciatus,-72.558944,11.173278
Astyanax fasciatus,-72.558944,11.173278
Astyanax fasciatus,-72.558944,11.173278
Astyanax fasciatus,-72.525456,11.163803
Astyanax fasciatus,-72.525456,11.163803
Astyanax fasciatus,-72.525456,11.163803
Astyanax fasciatus,-72.67475,11.053478
Astyanax fasciatus,-72.67475,11.053478
Astyanax fasciatus,-72.558944,11.173278
Astyanax fasciatus,-72.558944,11.173278
Astyanax fasciatus,-72.558944,11.173278
Astyanax fasciatus,-72.558944,11.173278
Astyanax fasciatus,-72.558944,11.173278
Astyanax fasciatus,-72.558944,11.173278
Astyanax fasciatus,-72.558944,11.173278
Astyanax fasciatus,-72.558944,11.173278
Astyanax fasciatus,-72.67475,11.053478
Astyanax fasciatus,-72.67475,11.053478
Astyanax fasciatus,-72.67475,11.053478
Astyanax fasciatus,-72.67475,11.053478
Astyanax fasciatus,-72.67475,11.053478
Astyanax fasciatus,-72.67475,11.053478
Astyanax fasciatus,-72.67475,11.053478
Astyanax fasciatus,-72.67475,11.053478
Astyanax fasciatus,-72.594606,11.134131
Astyanax fasciatus,-72.594606,11.134131
Astyanax fasciatus,-72.594606,11.134131
Astyanax fasciatus,-72.594606,11.134131
Astyanax fasciatus,-72.594606,11.134131
Astyanax fasciatus,-72.594606,11.134131
Astyanax fasciatus,-72.594606,11.134131
Astyanax fasciatus,-72.594606,11.134131
Astyanax fasciatus,-72.594606,11.134131
Astyanax fasciatus,-72.594606,11.134131
Astyanax fasciatus,-72.594606,11.134131
Astyanax fasciatus,-72.67475,11.053478
Astyanax fasciatus,-72.67475,11.053478
Astyanax fasciatus,-72.67475,11.053478
Astyanax fasciatus,-72.67475,11.053478
Astyanax fasciatus,-72.67475,11.053478
Astyanax fasciatus,-72.67475,11.053478
Astyanax fasciatus,-72.67475,11.053478
Astyanax fasciatus,-72.67475,11.053478
Astyanax fasciatus,-72.67475,11.053478
Astyanax fasciatus,-72.67475,11.053478
Astyanax fasciatus,-72.67475,11.053478
Astyanax fasciatus,-72.594606,11.134131
Astyanax fasciatus,-72.67475,11.053478
Astyanax fasciatus,-72.67475,11.053478
Astyanax fasciatus,-72.67475,11.053478
Astyanax fasciatus,-72.67475,11.053478
Astyanax fasciatus,-72.67475,11.053478
Astyanax fasciatus,-72.67475,11.053478
Astyanax fasciatus,-72.67475,11.053478
Astyanax fasciatus,-72.67475,11.053478
Astyanax fasciatus,-72.67475,11.053478
Astyanax fasciatus,-72.67475,11.053478
Astyanax fasciatus,-72.585381,11.113258
Astyanax fasciatus,-72.585381,11.113258
Astyanax fasciatus,-72.585381,11.113258
Astyanax fasciatus,-72.585381,11.113258
Astyanax fasciatus,-72.585381,11.113258
Astyanax fasciatus,-72.585381,11.113258
Astyanax fasciatus,-72.585381,11.113258
Astyanax fasciatus,-72.591172,11.1385
Astyanax fasciatus,-72.591172,11.1385
Astyanax fasciatus,-72.591172,11.1385
Astyanax fasciatus,-72.591172,11.1385
Astyanax fasciatus,-72.591172,11.1385
Astyanax fasciatus,-72.591172,11.1385
Astyanax fasciatus,-72.591172,11.1385
Astyanax fasciatus,-72.591172,11.1385
Astyanax fasciatus,-72.564722,11.109167
Astyanax fasciatus,-72.564722,11.109167
Astyanax fasciatus,-72.564722,11.109167
Astyanax fasciatus,-72.564722,11.109167
Astyanax fasciatus,-72.564722,11.109167
Astyanax fasciatus,-72.564722,11.109167
Astyanax fasciatus,-72.564722,11.109167
Astyanax fasciatus,-72.564722,11.109167
Astyanax fasciatus,-72.564722,11.109167
Astyanax fasciatus,-72.564722,11.109167
Astyanax fasciatus,-72.564722,11.109167
Astyanax fasciatus,-72.564722,11.109167
Astyanax fasciatus,-72.564722,11.109167
Astyanax fasciatus,-72.564722,11.109167
Astyanax fasciatus,-72.564722,11.109167
Astyanax fasciatus,-72.564722,11.109167
Astyanax fasciatus,-72.564722,11.109167
Astyanax fasciatus,-72.564722,11.109167
Astyanax fasciatus,-72.564722,11.109167
Astyanax fasciatus,-72.564722,11.109167
Astyanax fasciatus,-72.564722,11.109167
Astyanax fasciatus,-72.564722,11.109167
Astyanax fasciatus,-72.564722,11.109167
Astyanax fasciatus,-72.564722,11.109167
Astyanax fasciatus,-72.564722,11.109167
Astyanax fasciatus,-72.564722,11.109167
Astyanax fasciatus,-72.564722,11.109167
Astyanax fasciatus,-72.564722,11.109167
Astyanax fasciatus,-72.564722,11.109167
Astyanax fasciatus,-72.564722,11.109167
Astyanax fasciatus,-72.564722,11.109167
Astyanax fasciatus,-72.564722,11.109167
Astyanax fasciatus,-72.564722,11.109167
Astyanax fasciatus,-72.564722,11.109167
Astyanax fasciatus,-72.564722,11.109167
Astyanax fasciatus,-72.564722,11.109167
Astyanax fasciatus,-72.564722,11.109167
Astyanax fasciatus,-72.564722,11.109167
Astyanax fasciatus,-72.564722,11.109167
Astyanax fasciatus,-72.564722,11.109167
Astyanax fasciatus,-72.564722,11.109167
Astyanax fasciatus,-72.564722,11.109167
Astyanax fasciatus,-72.564722,11.109167
Astyanax fasciatus,-72.564722,11.109167
Astyanax fasciatus,-72.564722,11.109167
Astyanax fasciatus,-72.564722,11.109167
Astyanax fasciatus,-72.564722,11.109167
Astyanax fasciatus,-72.564722,11.109167
Astyanax fasciatus,-72.564722,11.109167
Astyanax fasciatus,-72.564722,11.109167
Astyanax fasciatus,-72.564722,11.109167
Astyanax fasciatus,-72.564722,11.109167
Astyanax fasciatus,-72.564722,11.109167
Astyanax fasciatus,-72.564722,11.109167
Astyanax fasciatus,-72.564722,11.109167
Astyanax fasciatus,-72.564722,11.109167
Astyanax fasciatus,-72.564722,11.109167
Astyanax fasciatus,-72.564722,11.109167
Astyanax fasciatus,-72.564722,11.109167
Astyanax fasciatus,-72.564722,11.109167
Astyanax fasciatus,-72.564722,11.109167
Astyanax fasciatus,-72.564722,11.109167
Astyanax fasciatus,-72.564722,11.109167
Astyanax fasciatus,-72.564722,11.109167
Astyanax fasciatus,-72.564722,11.109167
Astyanax fasciatus,-72.564722,11.109167
Astyanax fasciatus,-72.564722,11.109167
Astyanax fasciatus,-72.564722,11.109167
Astyanax fasciatus,-72.564722,11.109167
Astyanax fasciatus,-72.564722,11.109167
Astyanax fasciatus,-72.585381,11.113258
Astyanax fasciatus,-72.585381,11.113258
Astyanax fasciatus,-72.585381,11.113258
Astyanax fasciatus,-72.585381,11.113258
Astyanax fasciatus,-72.585381,11.113258
Astyanax fasciatus,-72.585381,11.113258
Astyanax fasciatus,-72.594606,11.134131
Astyanax fasciatus,-72.594606,11.134131
Astyanax fasciatus,-72.594606,11.134131
Astyanax fasciatus,-72.594606,11.134131
Astyanax fasciatus,-72.594606,11.134131
Astyanax fasciatus,-72.594606,11.134131
Astyanax fasciatus,-72.594606,11.134131
Astyanax fasciatus,-72.594606,11.134131
Astyanax fasciatus,-72.594606,11.134131
Astyanax fasciatus,-72.594606,11.134131
Astyanax fasciatus,-72.594606,11.134131
Astyanax fasciatus,-72.558944,11.173278
Astyanax fasciatus,-72.558944,11.173278
Astyanax fasciatus,-72.585381,11.113258
Astyanax fasciatus,-72.585381,11.113258
Astyanax fasciatus,-72.585381,11.113258
Astyanax fasciatus,-72.585381,11.113258
Astyanax fasciatus,-72.585381,11.113258
Astyanax fasciatus,-72.585381,11.113258
Astyanax fasciatus,-72.585381,11.113258
Astyanax fasciatus,-72.585381,11.113258
Astyanax fasciatus,-72.585381,11.113258
Astyanax fasciatus,-72.585381,11.113258
Astyanax fasciatus,-72.585381,11.113258
Astyanax fasciatus,-72.594606,11.134131
Astyanax fasciatus,-72.558944,11.173278
Astyanax fasciatus,-72.558944,11.173278
Astyanax fasciatus,-72.558944,11.173278
Astyanax fasciatus,-72.558944,11.173278
Astyanax fasciatus,-72.558944,11.173278
Astyanax fasciatus,-72.558944,11.173278
Astyanax fasciatus,-72.558944,11.173278
Astyanax fasciatus,-72.591172,11.1385
Astyanax fasciatus,-72.591172,11.1385
Astyanax fasciatus,-72.591172,11.1385
Astyanax fasciatus,-72.591172,11.1385
Astyanax fasciatus,-72.591172,11.1385
Astyanax fasciatus,-72.591172,11.1385
Astyanax fasciatus,-72.591172,11.1385
Astyanax fasciatus,-72.591172,11.1385
Astyanax fasciatus,-72.591172,11.1385
Astyanax fasciatus,-72.591172,11.1385
Astyanax fasciatus,-72.67475,11.053478
Astyanax fasciatus,-72.67475,11.053478
Astyanax fasciatus,-72.732836,11.041889
Astyanax fasciatus,-72.732836,11.041889
Astyanax fasciatus,-72.732836,11.041889
Astyanax fasciatus,-72.732836,11.041889
Astyanax fasciatus,-72.732836,11.041889
Astyanax fasciatus,-72.732836,11.041889
Astyanax fasciatus,-72.673083,11.054139
Astyanax fasciatus,-72.673083,11.054139
Astyanax fasciatus,-72.67475,11.053478
Astyanax fasciatus,-72.67475,11.053478
Astyanax fasciatus,-72.67475,11.053478
Astyanax fasciatus,-72.67475,11.053478
Astyanax fasciatus,-72.67475,11.053478
Astyanax fasciatus,-72.67475,11.053478
Astyanax fasciatus,-72.67475,11.053478
Astyanax fasciatus,-72.673083,11.054139
Astyanax fasciatus,-72.673083,11.054139
Astyanax fasciatus,-72.673083,11.054139
Astyanax fasciatus,-72.716656,11.033322
Astyanax fasciatus,-72.586186,11.142528
Astyanax fasciatus,-72.673083,11.054139
Astyanax fasciatus,-72.673083,11.054139
Astyanax fasciatus,-72.767944,10.978833
Astyanax fasciatus,-72.716472,11.063444
Astyanax fasciatus,-72.716472,11.063444
Astyanax fasciatus,-72.716472,11.063444
Astyanax fasciatus,-72.716472,11.063444
Astyanax fasciatus,-72.716472,11.063444
Astyanax fasciatus,-72.716472,11.063444
Astyanax fasciatus,-72.716472,11.063444
Astyanax fasciatus,-72.716472,11.063444
Astyanax fasciatus,-72.716656,11.033322
Astyanax fasciatus,-72.716656,11.033322
Astyanax fasciatus,-72.716472,11.063444
Astyanax fasciatus,-72.716472,11.063444
Astyanax fasciatus,-72.716472,11.063444
Astyanax fasciatus,-72.767944,10.978833
Astyanax bimaculatus,-45.457,-23.643
Astyanax bimaculatus,-45.473,-23.622
Astyanax bimaculatus,-45.751655,-20.189196
Astyanax bimaculatus,-45.745025,-20.148138
Astyanax bimaculatus,-45.751655,-20.189196
Astyanax bimaculatus,-45.536472,-20.035472
Astyanax lacustris,-47.819167,-21.612222
Astyanax lacustris,-47.819167,-21.612222
Astyanax bimaculatus,-45.536472,-20.035472
Astyanax fasciatus,-46.398889,-20.249348
Astyanax fasciatus,-46.348291,-20.261789
Astyanax bimaculatus,-47.552105,-24.125618
Astyanax fasciatus,-74.65947,4.20275
Astyanax bimaculatus,-61.403833,10.536397
Astyanax bimaculatus,-61.403837,10.536271
Astyanax bimaculatus,-61.402845,10.53319
Astyanax bimaculatus,-48.529553,-23.596954
Astyanax bimaculatus,-72.613829,4.476168
Astyanax bimaculatus,-72.715712,4.611225
Astyanax fasciatus,-75.37559,10.4829
Astyanax fasciatus,-75.3847,10.4588
Astyanax fasciatus,-75.3758,10.484
Astyanax fasciatus,-75.37559,10.4829
Astyanax fasciatus,-75.3847,10.4588
Astyanax fasciatus,-75.3758,10.484
Astyanax fasciatus,-73.631333,7.867284
Astyanax fasciatus,-73.637579,7.863168
Astyanax fasciatus,-73.612359,7.899777
Astyanax fasciatus,-73.60731,7.886669
Astyanax fasciatus,-73.594055,7.884908
Astyanax fasciatus,-73.592058,7.848601
Astyanax fasciatus,-73.614698,7.833276
Astyanax fasciatus,-73.634629,7.831701
Astyanax fasciatus,-73.608215,7.863747
Astyanax fasciatus,-73.60807,7.917319
Astyanax fasciatus,-73.600365,7.915743
Astyanax fasciatus,-73.660518,7.833934
Astyanax fasciatus,-73.594055,7.884908
Astyanax fasciatus,-73.632438,7.839983
Astyanax fasciatus,-73.616287,7.850918
Astyanax fasciatus,-73.634629,7.831701
Astyanax fasciatus,-73.608215,7.863747
Astyanax fasciatus,-73.60731,7.886669
Astyanax fasciatus,-73.631333,7.867284
Astyanax fasciatus,-73.612359,7.899777
Astyanax fasciatus,-73.637579,7.863168
Astyanax fasciatus,-73.59206,7.836312
Astyanax fasciatus,-73.59206,7.836312
Astyanax fasciatus,-73.637579,7.863168
Astyanax fasciatus,-73.650563,7.820868
Astyanax fasciatus,-73.600365,7.915743
Astyanax fasciatus,-73.60807,7.917319
Astyanax fasciatus,-75.667472,5.079321
Astyanax fasciatus,-75.346817,5.581567
Astyanax fasciatus,-75.346817,5.581567
Astyanax lacustris,-47.654167,-22.716667
Astyanax lacustris,-47.683611,-17.929444
Astyanax lacustris,-52.637778,-19.336111
Astyanax lacustris,-48.489167,-21.847222
Astyanax lacustris,-48.488333,-21.843333
Astyanax lacustris,-48.489167,-21.848611
Astyanax lacustris,-48.489167,-21.847222
Astyanax lacustris,-48.490278,-21.848333
Astyanax lacustris,-48.488333,-21.843333
Astyanax fasciatus,-48.49,-21.846944
Astyanax lacustris,-48.489167,-21.847222
Astyanax fasciatus,-48.49,-21.846944
Astyanax lacustris,-48.49,-21.846944
Astyanax lacustris,-48.486111,-21.8425
Astyanax fasciatus,-48.488611,-21.847222
Astyanax lacustris,-48.486111,-21.8425
Astyanax lacustris,-48.488611,-21.847222
Astyanax fasciatus,-49.914167,-22.368333
Astyanax lacustris,-50.234722,-22.172222
Astyanax scabripinnis,-46.083333,-18.366667
Astyanax lacustris,-50.234722,-22.172222
Astyanax lacustris,-47.219722,-21.011389
Astyanax lacustris,-47.674167,-18.067778
Astyanax fasciatus,-47.5,-17.7375
Astyanax lacustris,-47.5,-17.7375
Astyanax lacustris,-47.453056,-17.423611
Astyanax fasciatus,-47.453056,-17.423611
Astyanax lacustris,-47.678889,-17.909722
Astyanax fasciatus,-47.678889,-17.909722
Astyanax lacustris,-47.806111,-21.623889
Astyanax fasciatus,-49.122778,-21.193056
Astyanax fasciatus,-47.806111,-21.623889
Astyanax scabripinnis,-47.657222,-21.682778
Astyanax scabripinnis,-47.657222,-21.682778
Astyanax scabripinnis,-47.657222,-21.682778
Astyanax scabripinnis,-47.657222,-21.682778
Astyanax fasciatus,-47.657222,-21.682778
Astyanax scabripinnis,-47.657222,-21.682778
Astyanax scabripinnis,-47.657222,-21.682778
Astyanax scabripinnis,-47.657222,-21.682778
Astyanax scabripinnis,-47.657222,-21.682778
Astyanax scabripinnis,-47.657222,-21.682778
Astyanax scabripinnis,-47.657222,-21.682778
Astyanax fasciatus,-47.657222,-21.682778
Astyanax scabripinnis,-47.657222,-21.682778
Astyanax fasciatus,-47.657222,-21.682778
Astyanax scabripinnis,-47.657222,-21.682778
Astyanax scabripinnis,-47.333333,-21.383333
Astyanax scabripinnis,-47.333333,-21.383333
Astyanax scabripinnis,-47.333333,-21.383333
Astyanax scabripinnis,-47.266667,-21.416667
Astyanax fasciatus,-47.283333,-21.366667
Astyanax scabripinnis,-47.283333,-21.366667
Astyanax scabripinnis,-47.333333,-21.383333
Astyanax fasciatus,-47.35,-21.266667
Astyanax scabripinnis,-47.266667,-21.416667
Astyanax scabripinnis,-47.333333,-21.383333
Astyanax scabripinnis,-47.283333,-21.366667
Astyanax scabripinnis,-47.333333,-21.383333
Astyanax fasciatus,-47.266667,-21.416667
Astyanax fasciatus,-47.35,-21.266667
Astyanax bimaculatus,-47.35,-21.266667
Astyanax fasciatus,-44.583333,-17.083333
Astyanax lacustris,-44.383333,-17.263889
Astyanax fasciatus,-44.383333,-17.263889
Astyanax lacustris,-47.724167,-18.124722
Astyanax fasciatus,-44.416667,-17.2125
Astyanax scabripinnis,-44.416667,-17.2125
Astyanax fasciatus,-47.532778,-17.781667
Astyanax fasciatus,-44.330833,-17.356944
Astyanax lacustris,-47.532778,-17.781667
Astyanax lacustris,-47.819167,-21.612222
Astyanax fasciatus,-48.228611,-20.197222
Astyanax lacustris,-48.228611,-20.197222
Astyanax lacustris,-52.172222,-22.556944
Astyanax lacustris,-48.466667,-22.786944
Astyanax fasciatus,-49.122778,-21.193056
Astyanax fasciatus,-49.122778,-21.193056
Astyanax lacustris,-49.122778,-21.193056
Astyanax lacustris,-47.702778,-18.092222
Astyanax fasciatus,-47.819167,-21.612222
Astyanax lacustris,-47.637778,-18.129444
Astyanax fasciatus,-47.637778,-18.129444
Astyanax lacustris,-47.566667,-21.5
Astyanax lacustris,-47.819167,-21.612222
Astyanax scabripinnis,-47.698611,-17.803333
Astyanax fasciatus,-47.698611,-17.803333
Astyanax fasciatus,-47.955556,-19.058333
Astyanax lacustris,-47.955556,-19.058333
Astyanax scabripinnis,-50.578333,-21.443333
Astyanax lacustris,-51.423056,-21.413056
Astyanax scabripinnis,-47.333333,-21.383333
Astyanax fasciatus,-47.283333,-21.483333
Astyanax fasciatus,-48.052778,-18.908333
Astyanax lacustris,-48.052778,-18.908333
Astyanax fasciatus,-45.509,-23.563
Astyanax fasciatus,-47.280278,-17.13
Astyanax lacustris,-47.280278,-17.13
Astyanax lacustris,-47.4575,-16.505
Astyanax fasciatus,-47.208056,-16.869167
Astyanax fasciatus,-47.4575,-16.505
Astyanax fasciatus,-49.479722,-18.938611
Astyanax lacustris,-49.861389,-18.805
Astyanax fasciatus,-47.285556,-17.196944
Astyanax fasciatus,-47.264444,-16.970556
Astyanax fasciatus,-47.353333,-16.982778
Astyanax fasciatus,-47.06,-16.983611
Astyanax lacustris,-47.283333,-21.483333
Astyanax fasciatus,-47.730556,-19.129167
Astyanax bimaculatus,-40.379722,-7.8575
Astyanax scabripinnis,-47.763056,-20.488889
Astyanax scabripinnis,-47.219722,-21.011389
Astyanax lacustris,-47.730556,-19.129167
Astyanax fasciatus,-50.234722,-22.172222
Astyanax scabripinnis,-47.657222,-21.682778
Astyanax lacustris,-51.833056,-21.552222
Astyanax scabripinnis,-47.657222,-21.682778
Astyanax scabripinnis,-47.657222,-21.682778
Astyanax scabripinnis,-47.657222,-21.682778
Astyanax scabripinnis,-47.657222,-21.682778
Astyanax scabripinnis,-47.403611,-20.577778
Astyanax scabripinnis,-47.657222,-21.682778
Astyanax scabripinnis,-47.657222,-21.682778
Astyanax scabripinnis,-47.657222,-21.682778
Astyanax scabripinnis,-47.657222,-21.682778
Astyanax scabripinnis,-47.657222,-21.682778
Astyanax scabripinnis,-47.657222,-21.682778
Astyanax scabripinnis,-47.657222,-21.682778
Astyanax scabripinnis,-47.657222,-21.682778
Astyanax scabripinnis,-47.657222,-21.682778
Astyanax scabripinnis,-47.657222,-21.682778
Astyanax scabripinnis,-47.657222,-21.682778
Astyanax lacustris,-48.387222,-18.81
Astyanax fasciatus,-43.965,-18.6375
Astyanax bimaculatus,-43.964722,-18.6375
Astyanax fasciatus,-43.974167,-18.638333
Astyanax bimaculatus,-52.383889,-26.752778
Astyanax fasciatus,-52.383889,-26.752778
Astyanax lacustris,-47.362778,-21.861111
Astyanax scabripinnis,-52.434444,-26.761944
Astyanax scabripinnis,-47.362778,-21.861111
Astyanax scabripinnis,-52.406111,-26.746667
Astyanax bimaculatus,-52.406111,-26.746667
Astyanax lacustris,-47.373889,-21.9275
Astyanax lacustris,-47.819167,-21.612222
Astyanax scabripinnis,-47.310833,-22.096667
Astyanax lacustris,-47.310833,-22.096667
Astyanax scabripinnis,-47.310833,-22.096667
Astyanax scabripinnis,-47.635,-21.646111
Astyanax bimaculatus,-42.901389,-19.218056
Astyanax fasciatus,-45.509,-23.563
Astyanax bimaculatus,-41.359722,-21.2025
Astyanax scabripinnis,-41.4525,-21.205833
Astyanax bimaculatus,-41.410833,-21.1975
Astyanax fasciatus,-41.359722,-21.201111
Astyanax bimaculatus,-41.7325,-20.925833
Astyanax bimaculatus,-41.722222,-20.9225
Astyanax bimaculatus,-41.721111,-20.880556
Astyanax bimaculatus,-41.7175,-20.900278
Astyanax lacustris,-47.955556,-19.058333
Astyanax lacustris,-47.168056,-19.178056
Astyanax lacustris,-48.033333,-18.919444
Astyanax fasciatus,-47.955556,-19.058333
Astyanax lacustris,-47.730556,-19.129167
Astyanax fasciatus,-47.730556,-19.129167
Astyanax lacustris,-48.052778,-18.908333
Astyanax lacustris,-46.822778,-20.245556
Astyanax lacustris,-47.819167,-21.612222
Astyanax lacustris,-50.557222,-22.504444
Astyanax scabripinnis,-57.455278,-14.654722
Astyanax scabripinnis,-57.408889,-14.563333
Astyanax lacustris,-49.838056,-23.07
Astyanax lacustris,-47.20693,-21.326618
Astyanax fasciatus,-46.93056,-24.21826
Astyanax fasciatus,-48.524444,-21.846111
Astyanax lacustris,-48.524444,-21.846111
Astyanax fasciatus,-49.838056,-23.07
Astyanax lacustris,-47.638333,-19.173056
Astyanax fasciatus,-47.638333,-19.173056
Astyanax fasciatus,-47.168056,-19.178056
Astyanax fasciatus,-50.236111,-20.166944
Astyanax scabripinnis,-57.500556,-14.603889
Astyanax lacustris,-50.236111,-20.166944
Astyanax scabripinnis,-57.743056,-14.662778
Astyanax fasciatus,-50.236111,-20.166944
Astyanax scabripinnis,-46.805556,-20.342222
Astyanax scabripinnis,-57.500556,-14.603889
Astyanax fasciatus,-46.921944,-20.205556
Astyanax bimaculatus,-42.969444,-16.590556
Astyanax bimaculatus,-45.473,-23.622
Astyanax fasciatus,-45.509,-23.563
Astyanax fasciatus,-45.509,-23.563
Astyanax lacustris,-49.613889,-18.476667
Astyanax lacustris,-49.122778,-21.193056
Astyanax fasciatus,-45.509,-23.563
Astyanax fasciatus,-45.509,-23.563
Astyanax lacustris,-48.363889,-20.055556
Astyanax fasciatus,-49.479722,-18.938611
Astyanax lacustris,-47.54,-18.192778
Astyanax fasciatus,-47.54,-18.192778
Astyanax fasciatus,-46.842778,-19.300556
Astyanax lacustris,-46.842778,-19.300556
Astyanax bimaculatus,-41.710833,-20.928889
Astyanax lacustris,-47.768056,-18.451389
Astyanax bimaculatus,-41.722222,-20.9225
Astyanax bimaculatus,-52.406111,-26.746667
Astyanax fasciatus,-47.819167,-21.612222
Astyanax bimaculatus,-41.722222,-20.884722
Astyanax bimaculatus,-41.721111,-20.880556
Astyanax fasciatus,-47.806667,-21.624167
Astyanax fasciatus,-47.814444,-21.615
Astyanax lacustris,-47.806667,-21.624167
Astyanax bimaculatus,-41.7175,-20.900278
Astyanax fasciatus,-47.168056,-19.178056
Astyanax lacustris,-47.814444,-21.615
Astyanax lacustris,-47.638333,-19.173056
Astyanax fasciatus,-47.638333,-19.173056
Astyanax fasciatus,-46.918889,-20.205556
Astyanax fasciatus,-46.922222,-20.203611
Astyanax fasciatus,-45.509,-23.563
Astyanax lacustris,-47.289285,-22.695836
Astyanax fasciatus,-47.218329,-22.730929
Astyanax fasciatus,-47.283333,-21.483333
Astyanax fasciatus,-47.283333,-21.483333
Astyanax bimaculatus,-47.283333,-21.366667
Astyanax scabripinnis,-47.283333,-21.483333
Astyanax fasciatus,-47.283333,-21.483333
Astyanax bimaculatus,-47.283333,-21.483333
Astyanax lacustris,-46.802778,-20.330833
Astyanax fasciatus,-47.283333,-21.366667
Astyanax bimaculatus,-41.7325,-20.925833
Astyanax fasciatus,-47.283333,-21.483333
Astyanax lacustris,-48.278333,-21.866389
Astyanax fasciatus,-47.283333,-21.483333
Astyanax bimaculatus,-41.722222,-20.9225
Astyanax lacustris,-47.283333,-21.483333
Astyanax lacustris,-46.810833,-20.255833
Astyanax bimaculatus,-41.716944,-20.955278
Astyanax fasciatus,-47.283333,-21.366667
Astyanax bimaculatus,-47.283333,-21.366667
Astyanax bimaculatus,-41.710833,-20.928889
Astyanax scabripinnis,-47.283333,-21.366667
Astyanax fasciatus,-47.773056,-22.849444
Astyanax lacustris,-47.773056,-22.849444
Astyanax fasciatus,-46.525,-23.121944
Astyanax lacustris,-46.675,-22.258889
Astyanax lacustris,-51.911944,-21.467778
Astyanax lacustris,-48.17,-21.168333
Astyanax lacustris,-47.821389,-21.611944
Astyanax lacustris,-47.799167,-22.846389
Astyanax fasciatus,-47.226389,-22.674944
Astyanax fasciatus,-48.17,-21.168333
Astyanax bimaculatus,-41.722222,-20.9225
Astyanax fasciatus,-46.676111,-22.258056
Astyanax lacustris,-51.905556,-21.485556
Astyanax fasciatus,-51.916389,-21.47
Astyanax lacustris,-51.916389,-21.47
Astyanax bimaculatus,-41.7175,-20.900278
Astyanax fasciatus,-52.409167,-26.747778
Astyanax bimaculatus,-52.383889,-26.752778
Astyanax fasciatus,-52.466667,-26.760833
Astyanax bimaculatus,-52.563889,-26.793333
Astyanax fasciatus,-52.383889,-26.752778
Astyanax fasciatus,-47.316389,-21.949444
Astyanax lacustris,-47.821389,-21.611944
Astyanax bimaculatus,-61.813222,-9.0275
Astyanax scabripinnis,-47.146944,-21.294444
Astyanax lacustris,-47.316389,-21.949444
Astyanax lacustris,-47.824722,-21.612222
Astyanax fasciatus,-47.955556,-19.058333
Astyanax fasciatus,-49.479722,-18.938611
Astyanax lacustris,-49.479722,-18.938611
Astyanax fasciatus,-47.168056,-19.178056
Astyanax lacustris,-47.168056,-19.178056
Astyanax fasciatus,-52.503333,-26.788056
Astyanax bimaculatus,-52.406111,-26.746667
Astyanax scabripinnis,-52.406111,-26.746667
Astyanax fasciatus,-49.479722,-18.938611
Astyanax fasciatus,-47.638333,-19.173056
Astyanax bimaculatus,-56.777222,-9.345556
Astyanax lacustris,-48.278333,-21.866389
Astyanax fasciatus,-47.791944,-22.422222
Astyanax fasciatus,-46.842778,-19.300556
Astyanax lacustris,-46.842778,-19.300556
Astyanax bimaculatus,-49.660278,-28.669167
Astyanax lacustris,-50.236111,-20.166944
Astyanax fasciatus,-50.236111,-20.166944
Astyanax fasciatus,-45.05,-20.816667
Astyanax lacustris,-45.05,-20.816667
Astyanax lacustris,-50.236111,-20.166944
Astyanax lacustris,-50.236111,-20.166944
Astyanax lacustris,-50.236111,-20.166944
Astyanax lacustris,-50.236111,-20.166944
Astyanax fasciatus,-47.1225,-17.084167
Astyanax fasciatus,-47.118056,-16.836944
Astyanax fasciatus,-49.479722,-18.938611
Astyanax fasciatus,-47.520556,-17.3775
Astyanax fasciatus,-47.520556,-17.3775
Astyanax lacustris,-47.520556,-17.3775
Astyanax lacustris,-47.503333,-17.433333
Astyanax lacustris,-47.285556,-17.196944
Astyanax fasciatus,-47.730556,-19.129167
Astyanax lacustris,-47.730556,-19.129167
Astyanax lacustris,-47.955556,-19.058333
Astyanax lacustris,-47.806111,-21.623889
Astyanax bimaculatus,-43.340833,-21.846667
Astyanax lacustris,-48.092222,-20.920556
Astyanax bimaculatus,-43.340833,-21.846667
Astyanax fasciatus,-47.806111,-21.623889
Astyanax lacustris,-48.136111,-20.894444
Astyanax lacustris,-47.806111,-21.623889
Astyanax lacustris,-48.119167,-20.905833
Astyanax lacustris,-48.115278,-20.901944
Astyanax lacustris,-48.147222,-20.946389
Astyanax fasciatus,-47.428333,-20.731944
Astyanax lacustris,-47.428333,-20.731944
Astyanax lacustris,-47.358611,-20.721944
Astyanax lacustris,-47.429722,-20.733611
Astyanax fasciatus,-47.429722,-20.733611
Astyanax fasciatus,-47.358611,-20.721944
Astyanax fasciatus,-47.358611,-20.721944
Astyanax lacustris,-47.358611,-20.721944
Astyanax fasciatus,-47.429722,-20.733611
Astyanax fasciatus,-47.35,-20.737222
Astyanax fasciatus,-47.264444,-16.970556
Astyanax fasciatus,-43.977944,-20.538475
Astyanax lacustris,-46.279167,-23.111667
Astyanax fasciatus,-46.279167,-23.111667
Astyanax bimaculatus,-39.6,-16.38
Astyanax fasciatus,-47.819167,-21.612222
Astyanax bimaculatus,-40.07,-17.42
Astyanax bimaculatus,-39.57,-17.55
